测试程序的测试结果通常应该是这样的：

=== Test u8 ===
4194303, false, -1
4194304, true, 22
4194305, false, -1
8388607, false, -1
8388608, true, 23
8388609, false, -1
16777215, false, -1
16777216, true, 24
16777217, false, -1
33554431, false, -1
33554432, true, 25
33554433, false, -1
67108863, false, -1
67108864, true, 26
67108865, false, -1
134217727, false, -1
134217728, true, 27
134217729, false, -1
268435455, false, -1
268435456, true, 28
268435457, false, -1
536870911, false, -1
536870912, true, 29
536870913, false, -1
1073741823, false, -1
1073741824, true, 30
1073741825, false, -1
2147483647, false, -1
2147483648, true, 31
2147483649, false, -1

=== Test u64 ===
0, false, -1
1, true, 0
2, true, 1
3, false, -1
4, true, 2
5, false, -1
6, false, -1
7, false, -1
8, true, 3
9, false, -1
15, false, -1
16, true, 4
17, false, -1
31, false, -1
32, true, 5
33, false, -1
63, false, -1
64, true, 6
65, false, -1
127, false, -1
128, true, 7
129, false, -1
255, false, -1
256, true, 8
257, false, -1
511, false, -1
512, true, 9
513, false, -1
1023, false, -1
1024, true, 10
1025, false, -1
2047, false, -1
2048, true, 11
2049, false, -1
4095, false, -1
4096, true, 12
4097, false, -1
8191, false, -1
8192, true, 13
8193, false, -1
16383, false, -1
16384, true, 14
16385, false, -1
32767, false, -1
32768, true, 15
32769, false, -1
65535, false, -1
65536, true, 16
65537, false, -1
131071, false, -1
131072, true, 17
131073, false, -1
262143, false, -1
262144, true, 18
262145, false, -1
524287, false, -1
524288, true, 19
524289, false, -1
1048575, false, -1
1048576, true, 20
1048577, false, -1
2097151, false, -1
2097152, true, 21
2097153, false, -1
4194303, false, -1
4194304, true, 22
4194305, false, -1
8388607, false, -1
8388608, true, 23
8388609, false, -1
16777215, false, -1
16777216, true, 24
16777217, false, -1
33554431, false, -1
33554432, true, 25
33554433, false, -1
67108863, false, -1
67108864, true, 26
67108865, false, -1
134217727, false, -1
134217728, true, 27
134217729, false, -1
268435455, false, -1
268435456, true, 28
268435457, false, -1
536870911, false, -1
536870912, true, 29
536870913, false, -1
1073741823, false, -1
1073741824, true, 30
1073741825, false, -1
2147483647, false, -1
2147483648, true, 31
2147483649, false, -1
4294967295, false, -1
4294967296, true, 32
4294967297, false, -1
8589934591, false, -1
8589934592, true, 33
8589934593, false, -1
17179869183, false, -1
17179869184, true, 34
17179869185, false, -1
34359738367, false, -1
34359738368, true, 35
34359738369, false, -1
68719476735, false, -1
68719476736, true, 36
68719476737, false, -1
137438953471, false, -1
137438953472, true, 37
137438953473, false, -1
274877906943, false, -1
274877906944, true, 38
274877906945, false, -1
549755813887, false, -1
549755813888, true, 39
549755813889, false, -1
1099511627775, false, -1
1099511627776, true, 40
1099511627777, false, -1
2199023255551, false, -1
2199023255552, true, 41
2199023255553, false, -1
4398046511103, false, -1
4398046511104, true, 42
4398046511105, false, -1
8796093022207, false, -1
8796093022208, true, 43
8796093022209, false, -1
17592186044415, false, -1
17592186044416, true, 44
17592186044417, false, -1
35184372088831, false, -1
35184372088832, true, 45
35184372088833, false, -1
70368744177663, false, -1
70368744177664, true, 46
70368744177665, false, -1
140737488355327, false, -1
140737488355328, true, 47
140737488355329, false, -1
281474976710655, false, -1
281474976710656, true, 48
281474976710657, false, -1
562949953421311, false, -1
562949953421312, true, 49
562949953421313, false, -1
1125899906842623, false, -1
1125899906842624, true, 50
1125899906842625, false, -1
2251799813685247, false, -1
2251799813685248, true, 51
2251799813685249, false, -1
4503599627370495, false, -1
4503599627370496, true, 52
4503599627370497, false, -1
9007199254740991, false, -1
9007199254740992, true, 53
9007199254740993, false, -1
18014398509481983, false, -1
18014398509481984, true, 54
18014398509481985, false, -1
36028797018963967, false, -1
36028797018963968, true, 55
36028797018963969, false, -1
72057594037927935, false, -1
72057594037927936, true, 56
72057594037927937, false, -1
144115188075855871, false, -1
144115188075855872, true, 57
144115188075855873, false, -1
288230376151711743, false, -1
288230376151711744, true, 58
288230376151711745, false, -1
576460752303423487, false, -1
576460752303423488, true, 59
576460752303423489, false, -1
1152921504606846975, false, -1
1152921504606846976, true, 60
1152921504606846977, false, -1
2305843009213693951, false, -1
2305843009213693952, true, 61
2305843009213693953, false, -1
4611686018427387903, false, -1
4611686018427387904, true, 62
4611686018427387905, false, -1
9223372036854775807, false, -1
9223372036854775808, true, 63
9223372036854775809, false, -1
